d_geo_continent,d_geo_country,d_geo_region,m_visits,m_page_views,m_page_views_per_entering_visits,m_page_views_per_visits,m_bounce_rate,m_bq,m_bounces,m_time_spent,m_time_spent_per_pages,m_entry_rate,m_entering_visits,m_time_spent_per_visits,Months,Years
Amérique du Nord,Canada,Ontario,393,1665,6.6533333333,4.2366412214,0.427480916,103.0342993781,168,105379,70.3934535738,0.572519084,225,468.3511111111,june,2015
Europe,Suisse,Valais,386,1058,4.8181818182,2.7409326425,0.5440414508,43.4899501265,210,36434,42.9646226415,0.4559585492,176,207.0113636364,june,2015
Europe,Portugal,Lisbonne,381,1856,8.0238095238,4.8713910761,0.4488188976,96.9248631869,171,80910,48.0178041543,0.5511811024,210,385.2857142857,june,2015
Europe,France,Guyane,352,869,5.1031746032,2.46875,0.6420454545,90.0594947544,226,79713,123.9704510109,0.3579545455,126,632.6428571429,june,2015
Europe,Espagne,Andalousie,339,1063,4.8510638298,3.1356932153,0.4454277286,57.4469063298,151,46512,51,0.5545722714,188,247.4042553191,june,2015
Europe,France,polynesie francaise,329,1042,5.45625,3.1671732523,0.5136778116,53.2984810472,169,38537,44.1431844215,0.4863221884,160,240.85625,june,2015
Europe,Royaume Uni,North West England,328,925,5.975,2.8201219512,0.6341463415,57.0944236098,208,42162,58.8033472803,0.3658536585,120,351.35,june,2015
Europe,Suisse,Neuchâtel,320,1917,9.4497354497,5.990625,0.409375,269.6690305344,131,238428,133.4983202688,0.590625,189,1261.5238095238,june,2015
Europe,Royaume Uni,Yorkshire and The Humber,297,759,4.4736842105,2.5555555556,0.5521885522,74.1246447669,164,59715,100.3613445378,0.4478114478,133,448.984962406,june,2015
Europe,France,Martinique,292,781,5.2155172414,2.6746575342,0.602739726,49.6703222762,176,33247,54.9537190083,0.397260274,116,286.6120689655,june,2015
Europe,Suisse,Fribourg,288,1476,8.243902439,5.125,0.4305555556,71.2097177169,124,29638,21.9215976331,0.5694444444,164,180.7195121951,june,2015
Amérique du Nord,République Dominicaine,Distrito Nacional,285,1961,9.38,6.8807017544,0.298245614,115.1538606055,85,55448,29.5565031983,0.701754386,200,277.24,june,2015
Europe,Grèce,Attiki,284,850,5.1014492754,2.9929577465,0.514084507,50.3052346767,146,31886,45.2926136364,0.485915493,138,231.0579710145,june,2015
Afrique,Côte D'Ivoire,lagunes,281,582,4.4597701149,2.0711743772,0.6903914591,63.9792524396,194,42753,110.1881443299,0.3096085409,87,491.4137931034,june,2015
Europe,Suède,Stockholm,278,1140,6.7086092715,4.1007194245,0.4568345324,71.3384792876,127,42029,41.4896347483,0.5431654676,151,278.3377483444,june,2015
Amérique du Nord,Etats Unis,Massachusetts,270,1085,6.4697986577,4.0185185185,0.4481481481,53.2826526296,121,22532,23.3734439834,0.5518518519,149,151.2214765101,june,2015
Europe,Italie,Veneto,264,947,5.8098591549,3.5871212121,0.4621212121,65.9596688965,122,40154,48.6715151515,0.5378787879,142,282.7746478873,june,2015
Europe,Autriche,Vienne,263,814,5.408,3.0950570342,0.5247148289,57.0542846453,138,34925,51.6642011834,0.4752851711,125,279.4,june,2015
Europe,Norvège,Østlandet,253,833,5.53125,3.2924901186,0.4940711462,63.0089403016,125,37931,53.5748587571,0.5059288538,128,296.3359375,june,2015
Afrique,Madagascar,Antananarivo,249,869,5.7328244275,3.4899598394,0.4738955823,98.02267525,118,67168,89.4380825566,0.5261044177,131,512.7328244275,june,2015
Europe,Espagne,Valence,243,634,5.6547619048,2.6090534979,0.6543209877,50.3094589425,159,27009,56.8610526316,0.3456790123,84,321.5357142857,june,2015
Asie,Israël,Tel-Aviv,243,475,3.7619047619,1.9547325103,0.6543209877,81.224570466,159,48824,154.5063291139,0.3456790123,84,581.2380952381,june,2015
Asie,Emirats Arabes Unis,dubayy,235,1109,6.5316455696,4.7191489362,0.3276595745,62.6205056876,77,20797,20.1521317829,0.6723404255,158,131.6265822785,june,2015
Europe,Allemagne,Rhénanie Palatinat,230,853,5.4820143885,3.7086956522,0.3956521739,76.173740331,91,44012,57.7585301837,0.6043478261,139,316.6330935252,june,2015
Europe,Danemark,Hovedstaden,222,540,4.2121212121,2.4324324324,0.5540540541,43.8551037176,123,23201,55.6378896882,0.4459459459,99,234.3535353535,june,2015
Afrique,Mali,bamako,219,854,5.2052980132,3.899543379,0.3105022831,89.3319404854,68,52797,67.1717557252,0.6894977169,151,349.6490066225,june,2015
Europe,Allemagne,Basse Saxe,218,764,5.9189189189,3.504587156,0.4908256881,65.1900555143,107,32740,49.8325722983,0.5091743119,111,294.954954955,june,2015
Afrique,Guinée,conakry,211,298,2.8510638298,1.4123222749,0.7772511848,26.7844902202,164,11412,85.1641791045,0.2227488152,47,242.8085106383,june,2015
Amérique du Sud,Argentine,Distrito Federal,208,366,3.0789473684,1.7596153846,0.6346153846,50.6481484251,132,26498,113.2393162393,0.3653846154,76,348.6578947368,june,2015
Europe,Irlande,Leinster,205,685,5.6601941748,3.3414634146,0.4975609756,56.92629728,102,25643,43.9845626072,0.5024390244,103,248.9611650485,june,2015
Afrique,Maroc,Fès-Boulemane,205,774,5.4108527132,3.7756097561,0.3707317073,74.8079045018,76,37820,54.1833810888,0.6292682927,129,293.1782945736,june,2015
Europe,Belgique,Flandre Occidentale,201,898,8.3368421053,4.4676616915,0.5273631841,211.757412597,106,111839,141.2108585859,0.4726368159,95,1177.252631579,june,2015
Europe,Royaume Uni,West Midlands,196,600,5.4395604396,3.0612244898,0.5357142857,49.5634430563,105,20757,41.9333333333,0.4642857143,91,228.0989010989,june,2015
Amérique du Nord,Mexique,Distrito Federal,181,901,7.7289719626,4.9779005525,0.408839779,74.8027022098,74,22816,27.5888754534,0.591160221,107,213.2336448598,june,2015
Amérique du Sud,Costa Rica,San Jose,177,528,4.2201834862,2.9830508475,0.384180791,66.2559091276,68,31505,68.4891304348,0.615819209,109,289.0366972477,june,2015
Europe,Allemagne,Brême,175,371,4.2666666667,2.12,0.6571428571,104.4887580588,115,44536,173.96875,0.3428571429,60,742.2666666667,june,2015
Europe,France,mayotte,174,792,6.6697247706,4.5517241379,0.3735632184,96.6238393986,65,41313,56.8266850069,0.6264367816,109,379.0183486239,june,2015
Asie,Singapour,central,173,413,4.4782608696,2.387283237,0.6011560694,29.5346594546,104,9257,29.9579288026,0.3988439306,69,134.1594202899,june,2015
Europe,Pays-bas,Noord-Brabant,171,2150,21.8315789474,12.5730994152,0.4444444444,1638.8707577551,76,547208,263.8418514947,0.5555555556,95,5760.0842105263,june,2015
Amérique du Sud,Brésil,Rio De Janeiro,171,788,6.1416666667,4.6081871345,0.298245614,72.8625524112,51,23801,32.2944369064,0.701754386,120,198.3416666667,june,2015
Océanie,Australie,New South Wales,167,450,4.4096385542,2.6946107784,0.502994012,79.6331530865,84,37270,101.8306010929,0.497005988,83,449.0361445783,june,2015
Europe,Pays-bas,Utrecht,166,517,5.0344827586,3.1144578313,0.4759036145,54.364720633,79,20744,47.3607305936,0.5240963855,87,238.4367816092,june,2015
Europe,Portugal,Nord,159,399,4.2876712329,2.5094339623,0.5408805031,66.0987044455,86,28318,90.4728434505,0.4591194969,73,387.9178082192,june,2015
Europe,Lettonie,Riga,154,1728,14.5689655172,11.2207792208,0.2467532468,262.6421770573,38,74727,44.2171597633,0.7532467532,116,644.1982758621,june,2015
Amérique du Nord,Etats Unis,Maryland,151,655,7.8108108108,4.3377483444,0.5099337748,95.8030044337,77,33367,57.7283737024,0.4900662252,74,450.9054054054,june,2015
Europe,Suisse,Tessin,148,434,4.7631578947,2.9324324324,0.4864864865,50.5079701841,72,17204,47.5248618785,0.5135135135,76,226.3684210526,june,2015
Amérique du Sud,Brésil,Sao Paulo,148,534,6.012987013,3.6081081081,0.4797297297,58.3513910409,71,17877,38.6112311015,0.5202702703,77,232.1688311688,june,2015
Amérique du Nord,Etats Unis,Texas,146,445,5.4626865672,3.0479452055,0.5410958904,44.5538590172,79,12776,34.9071038251,0.4589041096,67,190.6865671642,june,2015
Europe,Belgique,Province de Limbourg,138,375,4.4852941176,2.7173913043,0.5072463768,47.097735185,70,15150,49.6721311475,0.4927536232,68,222.7941176471,june,2015
Europe,Allemagne,Hambourg,138,327,4.78,2.3695652174,0.6376811594,64.8902776101,88,22387,93.6694560669,0.3623188406,50,447.74,june,2015
Asie,Fédération de Russie,Moskva,138,495,7.4909090909,3.5869565217,0.6014492754,46.9066892266,83,9728,23.6116504854,0.3985507246,55,176.8727272727,june,2015
Europe,Pologne,Mazowieckie,137,414,6.54,3.0218978102,0.6350364964,55.075305576,87,15783,48.2660550459,0.3649635036,50,315.66,june,2015
Amérique du Nord,Etats Unis,Pennsylvanie,137,524,6.2297297297,3.8248175182,0.4598540146,86.5713697697,63,30107,65.3080260304,0.5401459854,74,406.8513513514,june,2015
Europe,Allemagne,Schleswig-Holstein,135,429,5.5230769231,3.1777777778,0.5185185185,76.6347165926,70,26905,74.9442896936,0.4814814815,65,413.9230769231,june,2015
Europe,Suisse,Lucerne,132,598,7.7536231884,4.5303030303,0.4772727273,79.745383518,63,21227,39.676635514,0.5227272727,69,307.6376811594,june,2015
Asie,Afghanistan,kabul,130,322,3.313253012,2.4769230769,0.3615384615,100.6883886,47,39890,145.0545454545,0.6384615385,83,480.6024096386,june,2015
Europe,Hongrie,Budapest,129,641,7.5641025641,4.9689922481,0.3953488372,83.4233614663,51,20929,35.4728813559,0.6046511628,78,268.3205128205,june,2015
Europe,Italie,Campania,126,466,5.5945945946,3.6984126984,0.4126984127,70.797385478,52,21364,51.6038647343,0.5873015873,74,288.7027027027,june,2015
Asie,Japon,Tokyo,126,267,4.1333333333,2.119047619,0.6428571429,34.585801436,81,9665,51.9623655914,0.3571428571,45,214.7777777778,june,2015
Europe,Royaume Uni,East Midlands,124,356,4.8032786885,2.8709677419,0.5080645161,40.5282539463,63,9859,33.6484641638,0.4919354839,61,161.6229508197,june,2015
Amérique du Nord,Canada,Alberta,124,624,6.8823529412,5.0322580645,0.314516129,103.996552131,39,30962,52.9264957265,0.685483871,85,364.2588235294,june,2015
Europe,Italie,Friuli Venezia Giulia,123,527,5.8095238095,4.2845528455,0.3170731707,86.2490995905,39,26056,53.393442623,0.6829268293,84,310.1904761905,june,2015
Europe,Italie,Sicilia,122,434,5.875,3.5573770492,0.4754098361,81.5210032293,58,25566,67.9946808511,0.5245901639,64,399.46875,june,2015
Europe,Suisse,Jura,121,391,4.8028169014,3.2314049587,0.4132231405,43.5585782086,50,9338,27.3841642229,0.5867768595,71,131.5211267606,june,2015
Europe,Suisse,Argovie,119,361,4.9672131148,3.0336134454,0.487394958,54.67310778,58,15292,50.4686468647,0.512605042,61,250.6885245902,june,2015
Europe,Royaume Uni,South West England,119,454,6.6779661017,3.8151260504,0.5042016807,74.597320579,60,20285,51.4847715736,0.4957983193,59,343.813559322,june,2015
Amérique du Nord,Etats Unis,Illinois,118,504,9.0416666667,4.2711864407,0.593220339,49.7171034161,70,6119,14.099078341,0.406779661,48,127.4791666667,june,2015
Europe,République Tchèque,Hlavni Mesto Praha,116,477,7.224137931,4.1120689655,0.5,170.4242479383,58,54419,129.8782816229,0.5,58,938.2586206897,june,2015
Afrique,Bénin,littoral,113,220,3.4318181818,1.9469026549,0.610619469,41.0118071709,69,11488,76.0794701987,0.389380531,44,261.0909090909,june,2015
Europe,Allemagne,Saxe,110,396,5.2686567164,3.6,0.3909090909,84.3932850858,43,25049,70.9603399433,0.6090909091,67,373.8656716418,june,2015
Europe,Espagne,Iles Canaries,110,463,6.6935483871,4.2090909091,0.4363636364,127.9283745172,48,39095,94.2048192771,0.5636363636,62,630.564516129,june,2015
Amérique du Nord,Canada,British Columbia,109,266,3.5322580645,2.4403669725,0.4311926606,57.826907074,47,17215,78.6073059361,0.5688073394,62,277.6612903226,june,2015
Afrique,Algérie,Oran,107,158,3.04,1.476635514,0.7663551402,38.1381055102,82,8483,111.6184210526,0.2336448598,25,339.32,june,2015
Europe,Finlande,uusimaa,105,195,3.5714285714,1.8571428571,0.6666666667,57.3715237172,70,14795,118.36,0.3333333333,35,422.7142857143,june,2015
Europe,Suisse,Bâle-Ville,103,281,4.6326530612,2.7281553398,0.5242718447,42.338569643,54,9390,41.3656387665,0.4757281553,49,191.6326530612,june,2015
Europe,Italie,Trentino Alto Adige,102,276,4.5510204082,2.7058823529,0.5196078431,58.6576360297,53,15402,69.067264574,0.4803921569,49,314.3265306122,june,2015
Afrique,Maroc,Gharb-Chrarda-Beni Hssen,102,234,4.1428571429,2.2941176471,0.5882352941,28.9250313549,60,5543,31.8563218391,0.4117647059,42,131.9761904762,june,2015
Europe,Espagne,Pays basque,100,210,4.3333333333,2.1,0.67,40.6539342468,67,9339,65.3076923077,0.33,33,283,june,2015
Europe,Serbie,belgrade,100,284,4.68,2.84,0.5,53.7060234415,50,13068,55.8461538462,0.5,50,261.36,june,2015
Europe,Espagne,Navarre,99,266,3.6507936508,2.6868686869,0.3636363636,49.4811972482,36,11916,51.8086956522,0.6363636364,63,189.1428571429,june,2015
Asie,Viêt Nam,Ho Chi Minh,99,432,6.55,4.3636363636,0.3939393939,73.4492425006,39,15017,38.2111959288,0.6060606061,60,250.2833333333,june,2015
Afrique,Île Maurice,port louis city,98,306,10.4545454545,3.1224489796,0.7755102041,242.9226865838,76,38694,168.2347826087,0.2244897959,22,1758.8181818182,june,2015
Afrique,République démocratique du Congo,kinshasa,98,130,2.6,1.3265306122,0.7959183673,17.3313988233,78,3160,60.7692307692,0.2040816327,20,158,june,2015
Europe,Suisse,Bâle-Campagne,96,241,3.8431372549,2.5104166667,0.46875,47.7026650842,45,11402,58.1734693878,0.53125,51,223.568627451,june,2015
Asie,Chine,Beijing,96,515,7.7580645161,5.3645833333,0.3541666667,267.2332779551,34,76986,160.0540540541,0.6458333333,62,1241.7096774194,june,2015
Amérique du Nord,Etats Unis,New Jersey,95,320,6.2325581395,3.3684210526,0.5473684211,53.4572370659,52,10214,38.1119402985,0.4526315789,43,237.5348837209,june,2015
Europe,France,Ile-de-France,598212,2399381,6.367347182,4.0109208775,0.439029976,62.5459799948,262633,72832517,34.0856839459,0.560970024,335579,217.0353836205,july,2015
Europe,France,Provence-Alpes-Côte-d'Azur,522991,2321999,6.3942621378,4.4398450451,0.3623140742,79.2222190604,189487,90666407,42.5162470364,0.6376859258,333504,271.8600286653,july,2015
Europe,France,Corse,329970,1531289,6.5091971365,4.640691578,0.3391611359,82.5560533294,111913,58923784,41.5138652478,0.6608388641,218057,270.2219327974,july,2015
Europe,France,Nord-Pas-de-Calais,47466,195509,6.3790785553,4.1189272321,0.4201744407,60.8429947249,19944,5243633,29.8671887905,0.5798255593,27522,190.5251435215,july,2015
Europe,France,Rhône-Alpes,35114,114644,5.6889923943,3.2649085835,0.516973287,63.645035431,18153,5307620,55.0063736514,0.483026713,16961,312.9308413419,july,2015
Europe,France,Languedoc-Roussillon,20077,68789,5.6762023615,3.4262589032,0.4811475818,65.5225958558,9660,3118009,52.7323140929,0.5188524182,10417,299.3192857829,july,2015
Europe,France,Bretagne,15466,47346,5.6751723127,3.0612957455,0.5590973749,66.8642944091,8647,2538309,65.5910747048,0.4409026251,6819,372.2406511219,july,2015
Europe,France,Aquitaine,14603,48021,5.7495736214,3.2884338834,0.5181811956,68.8519686467,7567,2463448,60.8950412815,0.4818188044,7036,350.1205230244,july,2015
Europe,France,Midi-Pyrénées,14457,47357,5.6966452534,3.2757141869,0.5154596389,69.0620437264,7452,2460854,61.6678110512,0.4845403611,7005,351.2996431121,july,2015
Europe,France,Pays de la Loire,13636,43511,5.7609561753,3.1908917571,0.5398210619,66.8737787469,7361,2215560,61.287966805,0.4601789381,6275,353.0772908367,july,2015
Europe,France,Poitou-Charentes,10639,37262,5.876007326,3.5023968418,0.4867938716,74.6393881964,5179,1971944,61.4638281956,0.5132061284,5460,361.1619047619,july,2015
Europe,France,Centre,10447,34124,5.6608267717,3.2663922657,0.5137360008,68.3412334247,5367,1757239,61.1064784226,0.4862639992,5080,345.9131889764,july,2015
Europe,France,Alsace,10033,39217,6.7257210124,3.9088009568,0.4919764776,106.8722637532,4936,2819704,82.2526764097,0.5080235224,5097,553.2085540514,july,2015
Indéterminés,Indéterminés,-,9052,27539,5.3295081967,3.0423110915,0.5282810429,101.8911551992,4782,2554021,112.2301269939,0.4717189571,4270,598.131381733,july,2015
Europe,France,Basse-Normandie,8294,29359,5.797312685,3.5397877984,0.470581143,74.2216794584,3903,1528197,60.032880264,0.529418857,4391,348.0293782737,july,2015
Europe,France,Bourgogne,8143,29749,6.0504908836,3.6533218715,0.4746407958,73.3353317707,3865,1434124,55.4058105393,0.5253592042,4278,335.2323515662,july,2015
Europe,France,Haute-Normandie,7921,27184,5.8423831071,3.4318899129,0.497790683,62.9662322133,3943,1141924,49.1340303774,0.502209317,3978,287.0598290598,july,2015
Europe,France,Lorraine,7010,22864,6.0282270853,3.2616262482,0.55021398,57.1253516035,3857,873424,45.9527542484,0.44978602,3153,277.0136378053,july,2015
Europe,France,Picardie,5621,18011,5.8991696323,3.204234122,0.5500800569,60.1417328046,3092,772233,51.7617132516,0.4499199431,2529,305.3511269276,july,2015
Europe,France,Auvergne,4896,14884,5.4,3.0400326797,0.5363562092,55.0021045771,2626,618855,50.4858051884,0.4636437908,2270,272.6233480176,july,2015
Europe,France,Franche-Comté,4540,13297,5.3545499751,2.9288546256,0.5570484581,55.6281785091,2529,592732,55.0456909361,0.4429515419,2011,294.7449030333,july,2015
Amérique du Nord,Etats Unis,Virginie,4397,9438,3.8448081264,2.1464634978,0.5969979531,258.6712516241,2625,2520338,369.9307206811,0.4030020469,1772,1422.3126410835,july,2015
Europe,France,Champagne-Ardenne,4331,13444,5.5656312625,3.1041329947,0.5391364581,54.1339678065,2335,523022,47.0809253758,0.4608635419,1996,262.0350701403,july,2015
Europe,Belgique,bruxelles-capitale,3465,10584,5.7874915938,3.0545454545,0.5708513709,83.5689433025,1978,747195,86.8225656519,0.4291486291,1487,502.4848688635,july,2015
